Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
usa_459,4/3/2025,USA,New York,-1.2,83,144.2,143,None,Koeppen-B,Temperate,Forest,3,1.6,N,Spring,3261370,53669867.95,4
usa_460,4/4/2025,USA,New York,25.5,78,10.9,489,None,Koeppen-B,Temperate,Wetland,29.4,35.1,N,Spring,7610655,38724454.38,6
usa_461,4/5/2025,USA,New York,17.3,24,38.6,100,Drought,Koeppen-B,Temperate,Desert,18.5,36.9,S,Spring,1219025,46000696.62,4
usa_462,4/6/2025,USA,New York,13.1,30,139.4,219,None,Koeppen-D,Temperate,Tundra,14.6,29.2,NE,Spring,5525536,16732276.39,1
usa_463,4/7/2025,USA,New York,2.2,55,157.8,356,None,Koeppen-A,Temperate,Tundra,5,4.8,SE,Spring,918669,8744129.15,4
usa_464,4/8/2025,USA,New York,12.5,25,186.1,36,None,Koeppen-D,Temperate,Forest,13.8,22.8,W,Spring,3481406,27594508.04,2
usa_465,4/9/2025,USA,New York,27.1,44,31.5,166,None,Koeppen-B,Temperate,Wetland,29.3,37.3,SW,Spring,5116990,6314624.5,7
usa_466,4/10/2025,USA,New York,3.1,19,108,109,None,Koeppen-A,Temperate,Wetland,4,36.7,NE,Spring,3308275,49726063.49,9
usa_467,4/11/2025,USA,New York,14.2,37,118,462,Flood,Koeppen-A,Temperate,Desert,16.1,39.9,NE,Spring,3647736,3576912.01,1
usa_468,4/12/2025,USA,New York,18,99,56.9,185,None,Koeppen-C,Temperate,Wetland,22.9,8.1,E,Spring,9024482,62439766.83,4
usa_469,4/13/2025,USA,New York,6.8,100,56,88,None,Koeppen-A,Temperate,Wetland,11.8,11.8,S,Spring,6029584,25173704.76,1
usa_470,4/14/2025,USA,New York,44.3,61,154.2,337,None,Koeppen-A,Temperate,Tundra,47.3,27.1,W,Spring,5902250,49690727.44,2
usa_471,4/15/2025,USA,New York,41.8,52,5.3,64,None,Koeppen-C,Temperate,Forest,44.4,16,E,Spring,5760680,33040772.55,1
usa_472,4/16/2025,USA,New York,16.1,79,189.8,388,None,Koeppen-C,Temperate,Tundra,20.1,2.3,N,Spring,1923006,88917244.41,6
usa_473,4/17/2025,USA,New York,43.5,32,85,172,None,Koeppen-B,Temperate,Tundra,45.1,36,NE,Spring,4537603,95954172.76,8
usa_474,4/18/2025,USA,New York,8.4,28,136.5,317,None,Koeppen-D,Temperate,Forest,9.8,13.7,NW,Spring,5472375,70799271.12,3
usa_475,4/19/2025,USA,New York,7.7,55,46.8,59,Flood,Koeppen-C,Temperate,Desert,10.4,10.3,SW,Spring,8431718,73731122.46,5
usa_476,4/20/2025,USA,New York,10.7,88,78,316,None,Koeppen-D,Temperate,Desert,15.1,13.7,NE,Spring,3424845,16613185.56,8
usa_477,4/21/2025,USA,New York,-9.1,72,194.2,291,None,Koeppen-D,Temperate,Grassland,-5.5,39.9,NE,Spring,5588039,99190882.61,9
usa_478,4/22/2025,USA,New York,20.8,68,120.8,455,None,Koeppen-B,Temperate,Desert,24.2,27.8,SW,Spring,2981664,43917261.44,1
usa_479,4/23/2025,USA,New York,34.3,44,102.4,438,Heatwave,Koeppen-B,Temperate,Desert,36.5,4.6,E,Spring,2308918,61997170.38,1
usa_480,4/24/2025,USA,New York,20,13,152.6,131,None,Koeppen-C,Temperate,Desert,20.6,16.3,NW,Spring,5970166,34560672.85,7
usa_481,4/25/2025,USA,New York,12.8,42,63.8,174,None,Koeppen-C,Temperate,Wetland,14.9,22.8,SW,Spring,1316086,66746410.92,10
usa_482,4/26/2025,USA,New York,29.4,90,38.7,41,None,Koeppen-B,Temperate,Tundra,33.9,36.5,SE,Spring,9557435,47470988.23,1
usa_483,4/27/2025,USA,New York,37.2,38,89.7,322,None,Koeppen-B,Temperate,Desert,39.1,18.6,NW,Spring,1244316,94743659.1,10
usa_484,4/28/2025,USA,New York,22.2,62,62.1,353,None,Koeppen-D,Temperate,Tundra,25.3,34,NW,Spring,5572492,37698808.48,7
usa_485,4/29/2025,USA,New York,2.6,14,96.6,248,None,Koeppen-D,Temperate,Wetland,3.3,19.2,N,Spring,8578598,11017441.58,3
usa_486,4/30/2025,USA,New York,9.3,79,140,153,None,Koeppen-A,Temperate,Grassland,13.2,9.2,NE,Spring,3425530,56644907.99,6
usa_487,5/1/2025,USA,New York,19.3,49,170.8,285,None,Koeppen-C,Temperate,Desert,21.8,0.6,SW,Spring,6684336,30227146.61,5
usa_488,5/2/2025,USA,New York,16.1,61,118.6,213,None,Koeppen-B,Temperate,Wetland,19.2,28.6,W,Spring,3352287,47100266.89,4
usa_489,5/3/2025,USA,New York,-7.1,57,108.1,332,Drought,Koeppen-B,Temperate,Forest,-4.2,36.2,W,Spring,5168380,92091360.96,2
usa_490,5/4/2025,USA,New York,43.8,54,39.4,329,None,Koeppen-A,Temperate,Grassland,46.5,7.4,SW,Spring,3386354,65337979.45,8
usa_491,5/5/2025,USA,New York,14.8,68,36.9,388,None,Koeppen-D,Temperate,Forest,18.2,0.2,E,Spring,2508930,34772059.72,10
usa_492,5/6/2025,USA,New York,44.7,97,151.8,28,None,Koeppen-D,Temperate,Desert,49.6,29.7,S,Spring,7337938,41410536.87,7
usa_493,5/7/2025,USA,New York,30.2,98,44.6,298,None,Koeppen-B,Temperate,Wetland,35.1,2.3,NW,Spring,4143353,32954375.93,9
usa_494,5/8/2025,USA,New York,5.5,82,90.7,418,None,Koeppen-A,Temperate,Tundra,9.6,25.5,S,Spring,8675043,67253399.05,3
usa_495,5/9/2025,USA,New York,23.5,49,46.9,263,None,Koeppen-D,Temperate,Tundra,25.9,4.7,NE,Spring,6378825,47343102.91,1
usa_496,5/10/2025,USA,New York,15.2,27,40.8,453,None,Koeppen-A,Temperate,Grassland,16.6,22,NW,Spring,705945,77856146.44,10
usa_497,5/11/2025,USA,New York,42,28,83.3,234,Hurricane,Koeppen-B,Temperate,Forest,43.4,9.1,N,Spring,5715206,78054949.31,5
usa_498,5/12/2025,USA,New York,0.7,13,147.8,93,Hurricane,Koeppen-C,Temperate,Forest,1.4,16.5,E,Spring,800973,53784258.55,1
usa_499,5/13/2025,USA,New York,21.7,97,198,343,None,Koeppen-C,Temperate,Desert,26.6,25.8,E,Spring,9021684,2040133.99,4
usa_500,5/14/2025,USA,New York,41.8,46,88.8,479,None,Koeppen-B,Temperate,Tundra,44.1,21.3,NW,Spring,5570063,12866013.8,2
usa_501,5/15/2025,USA,New York,40.6,57,168.2,376,None,Koeppen-D,Temperate,Tundra,43.5,15.8,SW,Spring,9752557,74704740.22,9
usa_502,5/16/2025,USA,New York,6.2,15,119.6,39,Hurricane,Koeppen-A,Temperate,Desert,7,3.3,SE,Spring,7569138,78076630.23,7
usa_503,5/17/2025,USA,New York,16.6,90,126.9,367,Heatwave,Koeppen-B,Temperate,Wetland,21.1,25.4,W,Spring,3780303,64255374.39,10
usa_504,5/18/2025,USA,New York,19.1,52,119.9,261,None,Koeppen-A,Temperate,Tundra,21.7,9.1,NW,Spring,2866892,79759969.42,7
usa_505,5/19/2025,USA,New York,3.6,100,176.4,273,None,Koeppen-C,Temperate,Wetland,8.6,34.8,W,Spring,185278,53263525.66,10
usa_506,5/20/2025,USA,New York,9.4,27,97.7,384,None,Koeppen-C,Temperate,Tundra,10.8,30.5,N,Spring,5436206,85702540.87,9
usa_507,5/21/2025,USA,New York,3.9,95,195.7,284,None,Koeppen-B,Temperate,Desert,8.7,1.6,W,Spring,1720709,43794261.01,1
usa_508,5/22/2025,USA,New York,18.3,26,174.2,293,None,Koeppen-D,Temperate,Forest,19.6,10.9,SW,Spring,6697213,28160734.34,9
usa_509,5/23/2025,USA,New York,-9.9,52,72.4,135,None,Koeppen-A,Temperate,Forest,-7.3,22.2,NE,Spring,1219475,88092856.11,8
usa_510,5/24/2025,USA,New York,22.9,68,37.9,290,None,Koeppen-A,Temperate,Wetland,26.3,34.5,NW,Spring,7056368,78992716.5,7
usa_511,5/25/2025,USA,New York,6.3,55,79.7,359,None,Koeppen-D,Temperate,Wetland,9.1,39.8,N,Spring,733841,63510020.36,4
usa_512,5/26/2025,USA,New York,31,15,132.7,308,None,Koeppen-B,Temperate,Wetland,31.8,14,E,Spring,2498349,61648857.53,3
usa_513,5/27/2025,USA,New York,30.6,93,10.4,230,None,Koeppen-D,Temperate,Forest,35.2,11.3,NW,Spring,6089354,67066467.76,6
usa_514,5/28/2025,USA,New York,22.8,10,4.8,116,None,Koeppen-C,Temperate,Forest,23.3,26.8,NW,Spring,810018,20201425.03,2
usa_515,5/29/2025,USA,New York,28.5,48,14.5,458,None,Koeppen-A,Temperate,Wetland,30.9,39.3,NE,Spring,9959601,26281911.27,8
usa_516,5/30/2025,USA,New York,8.6,81,2.8,368,Drought,Koeppen-D,Temperate,Tundra,12.6,32,N,Spring,1798967,85455511.45,10
usa_517,5/31/2025,USA,New York,37,40,176.3,77,None,Koeppen-D,Temperate,Desert,39,25.2,SE,Spring,2426996,42231832.67,1
usa_518,6/1/2025,USA,New York,17.9,50,198.8,299,None,Koeppen-B,Temperate,Desert,20.4,0.4,NE,Summer,6611236,82540121.24,5
usa_519,6/2/2025,USA,New York,14.9,61,102.7,443,None,Koeppen-D,Temperate,Wetland,17.9,13.3,NW,Summer,4189426,54141405.52,3
usa_520,6/3/2025,USA,New York,38.9,48,28.1,451,None,Koeppen-D,Temperate,Grassland,41.3,10.7,N,Summer,4835909,58308125.07,8
usa_521,6/4/2025,USA,New York,1.6,20,91.7,254,None,Koeppen-B,Temperate,Wetland,2.6,5.5,S,Summer,8331047,79575403.43,9
usa_522,6/5/2025,USA,New York,12.5,90,69.9,162,None,Koeppen-B,Temperate,Wetland,17,19.4,N,Summer,1216724,99807791.03,2
usa_523,6/6/2025,USA,New York,44.8,45,49.9,274,None,Koeppen-B,Temperate,Wetland,47,5.9,NW,Summer,4676901,54114896.31,9
usa_524,6/7/2025,USA,New York,33.3,92,120.4,138,None,Koeppen-D,Temperate,Forest,37.9,25.1,S,Summer,6362677,65572873.88,4
usa_525,6/8/2025,USA,New York,19.2,11,83,380,None,Koeppen-B,Temperate,Desert,19.8,12.4,SW,Summer,8468701,13473519.04,9
usa_526,6/9/2025,USA,New York,-7.1,51,118.4,168,Heatwave,Koeppen-B,Temperate,Forest,-4.5,0.7,S,Summer,7032488,25110009.49,6
usa_527,6/10/2025,USA,New York,14.2,21,175.7,276,None,Koeppen-B,Temperate,Wetland,15.2,22.7,SE,Summer,3277791,68116462.96,4
usa_528,6/11/2025,USA,New York,13.1,41,151.7,227,None,Koeppen-C,Temperate,Grassland,15.2,9.7,S,Summer,2818152,46135510.94,8
usa_529,6/12/2025,USA,New York,6.3,43,30.8,84,Heatwave,Koeppen-C,Temperate,Grassland,8.4,14.7,SW,Summer,1985307,25787100.43,7
usa_530,6/13/2025,USA,New York,-6.3,43,127.7,186,None,Koeppen-B,Temperate,Forest,-4.2,20.2,SW,Summer,5691648,32027039.01,10
usa_531,6/14/2025,USA,New York,17.5,29,11.8,182,Flood,Koeppen-B,Temperate,Forest,18.9,24,NW,Summer,4887066,88532062.49,9
usa_532,6/15/2025,USA,New York,24.2,65,20,126,None,Koeppen-C,Temperate,Desert,27.4,2.3,S,Summer,4818478,78645416.03,9
usa_533,6/16/2025,USA,New York,26.9,64,33.2,319,None,Koeppen-B,Temperate,Grassland,30.1,33.8,E,Summer,7372284,55688219.44,8
usa_534,6/17/2025,USA,New York,29.8,27,78.2,175,None,Koeppen-B,Temperate,Grassland,31.2,12.5,N,Summer,5095811,81410548.31,5
usa_535,6/18/2025,USA,New York,35.4,33,196.3,205,None,Koeppen-B,Temperate,Desert,37,8.1,SW,Summer,7981017,11786629.58,5
usa_536,6/19/2025,USA,New York,-5.2,25,180.2,421,None,Koeppen-D,Temperate,Wetland,-4,7.6,NE,Summer,510832,59454374.98,10
usa_537,6/20/2025,USA,New York,39.2,12,60.7,346,None,Koeppen-D,Temperate,Forest,39.8,29.5,S,Summer,5321477,5633319.45,3
usa_538,6/21/2025,USA,New York,31.1,56,12.9,45,None,Koeppen-B,Temperate,Desert,33.9,9.3,E,Summer,50823,41386115.39,10
usa_539,6/22/2025,USA,New York,32.7,95,167.7,169,Hurricane,Koeppen-B,Temperate,Grassland,37.5,13.4,SE,Summer,1727221,83792935.74,8
usa_540,6/23/2025,USA,New York,-4.4,95,128.5,204,None,Koeppen-B,Temperate,Desert,0.3,11.9,E,Summer,431003,85239067.3,6
usa_541,6/24/2025,USA,New York,-5.3,82,96.6,437,None,Koeppen-C,Temperate,Forest,-1.2,3.5,NE,Summer,6815111,65635498.43,1
usa_542,6/25/2025,USA,New York,6.6,59,155.4,183,None,Koeppen-C,Temperate,Desert,9.6,8.7,N,Summer,3361888,80378987.87,8
usa_543,6/26/2025,USA,New York,-3.4,18,32.5,295,None,Koeppen-D,Temperate,Grassland,-2.5,35.6,E,Summer,1842988,14817719.74,9
usa_544,6/27/2025,USA,New York,17.7,89,28.9,126,Heatwave,Koeppen-A,Temperate,Tundra,22.1,15.7,S,Summer,3458425,58512128.34,7
usa_545,6/28/2025,USA,New York,23.8,99,182.9,309,None,Koeppen-A,Temperate,Tundra,28.8,1.8,SE,Summer,3058655,51450358.64,5
usa_546,6/29/2025,USA,New York,-3.1,40,113.4,185,Heatwave,Koeppen-A,Temperate,Desert,-1.1,38.1,S,Summer,6816041,8264277.97,2
usa_547,6/30/2025,USA,New York,-9,71,160,181,None,Koeppen-A,Temperate,Grassland,-5.4,29.3,NW,Summer,7628654,57276732.15,8
usa_548,7/1/2025,USA,New York,16.7,26,30.4,66,None,Koeppen-C,Temperate,Grassland,18,11.8,W,Summer,6125518,72543485.14,3
usa_549,7/2/2025,USA,New York,13.9,67,174,222,None,Koeppen-A,Temperate,Tundra,17.2,9,N,Summer,5873423,63496287.47,10
usa_550,7/3/2025,USA,New York,35.7,75,14.5,199,None,Koeppen-A,Temperate,Grassland,39.5,28.8,E,Summer,7097342,43603688.31,4
usa_551,7/4/2025,USA,New York,28,25,121.9,367,Drought,Koeppen-A,Temperate,Grassland,29.2,35.7,E,Summer,1880619,71805893.36,6
usa_552,7/5/2025,USA,New York,35.3,44,173.1,405,None,Koeppen-A,Temperate,Forest,37.5,11.1,NW,Summer,6601848,85987714.86,5
usa_553,7/6/2025,USA,New York,32.1,45,175.5,151,None,Koeppen-A,Temperate,Tundra,34.4,5.9,W,Summer,8351749,51214408.48,1
usa_554,7/7/2025,USA,New York,42.3,70,155.9,101,None,Koeppen-A,Temperate,Grassland,45.8,23.5,S,Summer,5192248,9198921.37,7
usa_555,7/8/2025,USA,New York,21.8,70,21.7,490,Hurricane,Koeppen-B,Temperate,Forest,25.3,29.4,S,Summer,7251574,27480586.95,1
usa_556,7/9/2025,USA,New York,28.7,86,41.7,88,None,Koeppen-D,Temperate,Wetland,33,39.3,NW,Summer,1990184,82515980.31,5
usa_557,7/10/2025,USA,New York,23.5,64,41.4,429,None,Koeppen-C,Temperate,Tundra,26.7,7.3,N,Summer,3761071,62023017.61,3
usa_558,7/11/2025,USA,New York,3,99,111.8,307,Drought,Koeppen-D,Temperate,Forest,8,17.6,W,Summer,5663879,43004518.44,7
usa_559,7/12/2025,USA,New York,39.7,80,24.2,47,None,Koeppen-C,Temperate,Wetland,43.7,35.5,E,Summer,5205555,28651556.25,4
usa_560,7/13/2025,USA,New York,3.9,51,66.8,239,Heatwave,Koeppen-C,Temperate,Desert,6.5,6.1,W,Summer,301229,94246852.37,1
usa_561,7/14/2025,USA,New York,-5.6,87,20.2,376,None,Koeppen-A,Temperate,Desert,-1.2,27.4,SE,Summer,3040953,44147159.78,6
usa_562,7/15/2025,USA,New York,18,17,192.4,18,None,Koeppen-C,Temperate,Forest,18.9,3.5,N,Summer,4447267,3409340.66,2
usa_563,7/16/2025,USA,New York,-8.3,15,77.9,113,None,Koeppen-C,Temperate,Wetland,-7.6,26.3,SW,Summer,8610666,7102511.89,7
usa_564,7/17/2025,USA,New York,22.6,97,33.4,124,None,Koeppen-C,Temperate,Desert,27.5,28.4,SW,Summer,6696140,49764217.79,10
usa_565,7/18/2025,USA,New York,10.4,65,101.6,389,None,Koeppen-B,Temperate,Desert,13.7,10.6,N,Summer,7159651,72709243.92,6
usa_566,7/19/2025,USA,New York,16.1,34,0.8,92,Hurricane,Koeppen-B,Temperate,Forest,17.8,38.4,NE,Summer,8697633,22235678.49,5
usa_567,7/20/2025,USA,New York,38,40,141.1,309,None,Koeppen-A,Temperate,Wetland,40,22.5,N,Summer,4640237,61786776.92,2
usa_568,7/21/2025,USA,New York,-1.3,20,28,498,None,Koeppen-C,Temperate,Tundra,-0.3,12.3,SE,Summer,2650264,54249991.8,1
usa_569,7/22/2025,USA,New York,-6.4,90,37.8,256,None,Koeppen-C,Temperate,Desert,-1.9,0.4,SW,Summer,9631742,96579850.46,9
usa_570,7/23/2025,USA,New York,41,92,191.3,306,None,Koeppen-C,Temperate,Desert,45.6,14.9,SW,Summer,7038860,6610696.85,1
usa_571,7/24/2025,USA,New York,0.6,86,1.5,442,Hurricane,Koeppen-D,Temperate,Grassland,4.9,12.2,E,Summer,7089946,32611819.7,8
usa_572,7/25/2025,USA,New York,17.1,44,196,188,None,Koeppen-D,Temperate,Desert,19.3,34.3,S,Summer,2042906,8574726.73,9
usa_573,7/26/2025,USA,New York,30.3,88,7.2,475,None,Koeppen-D,Temperate,Forest,34.7,31.4,N,Summer,8755609,37714637.07,5
usa_574,7/27/2025,USA,New York,16.6,36,50,213,None,Koeppen-C,Temperate,Wetland,18.4,5,SE,Summer,158533,15971618.96,6
usa_575,7/28/2025,USA,New York,-4.6,81,195.6,77,None,Koeppen-D,Temperate,Tundra,-0.5,12.4,NW,Summer,2079367,59743404.57,6
usa_576,7/29/2025,USA,New York,5.6,59,87.1,115,None,Koeppen-B,Temperate,Forest,8.6,38,N,Summer,5418592,31454520.57,4
usa_577,7/30/2025,USA,New York,11.6,70,97.9,250,None,Koeppen-B,Temperate,Forest,15.1,35.8,W,Summer,1939553,36922330.93,5
usa_578,7/31/2025,USA,New York,29.8,13,125.9,455,None,Koeppen-A,Temperate,Wetland,30.4,35.6,E,Summer,3743168,43194927.4,2
usa_579,8/1/2025,USA,New York,5.3,93,144.4,292,Hurricane,Koeppen-B,Temperate,Desert,9.9,10.9,E,Summer,7783249,49972195.38,5
usa_580,8/2/2025,USA,New York,35,38,192.3,268,None,Koeppen-B,Temperate,Tundra,36.9,21.8,W,Summer,534308,44153507.41,8
usa_581,8/3/2025,USA,New York,24.6,82,25.6,241,None,Koeppen-B,Temperate,Forest,28.7,30.6,N,Summer,397136,38805873.88,8
usa_582,8/4/2025,USA,New York,-0.9,63,36.8,391,None,Koeppen-D,Temperate,Desert,2.3,17.9,NE,Summer,2250254,28973111.83,10
usa_583,8/5/2025,USA,New York,9.8,71,132.5,404,None,Koeppen-B,Temperate,Grassland,13.4,27.6,W,Summer,4982472,60215668.57,3
usa_584,8/6/2025,USA,New York,5.3,27,127.2,436,None,Koeppen-A,Temperate,Forest,6.7,24.6,NW,Summer,9785802,19452165.3,10
usa_585,8/7/2025,USA,New York,-4.3,61,199.3,132,Heatwave,Koeppen-A,Temperate,Wetland,-1.2,20.9,SE,Summer,2937595,41683451.13,4
usa_586,8/8/2025,USA,New York,17.2,86,128.6,291,None,Koeppen-B,Temperate,Desert,21.5,4.1,NE,Summer,7601721,17522941.42,1
usa_587,8/9/2025,USA,New York,-3.1,95,75.5,323,None,Koeppen-B,Temperate,Tundra,1.6,3.7,SE,Summer,5399625,7242058.93,10
usa_588,8/10/2025,USA,New York,38.3,50,158,26,None,Koeppen-D,Temperate,Wetland,40.8,20.2,SW,Summer,2026490,77434748.94,1
usa_589,8/11/2025,USA,New York,6.1,72,196.5,328,None,Koeppen-D,Temperate,Tundra,9.7,37.9,NE,Summer,487589,52497446.1,6
usa_590,8/12/2025,USA,New York,41.4,49,45.8,365,None,Koeppen-B,Temperate,Wetland,43.9,16.3,SW,Summer,3475219,7445477.15,8
usa_591,8/13/2025,USA,New York,33.1,27,193.8,93,None,Koeppen-D,Temperate,Wetland,34.5,36.9,W,Summer,2504452,44772141.36,5
usa_592,8/14/2025,USA,New York,26.8,21,39,472,Flood,Koeppen-C,Temperate,Wetland,27.9,10.6,W,Summer,4956400,24022802.56,2
usa_593,8/15/2025,USA,New York,14.7,31,117.2,232,None,Koeppen-A,Temperate,Grassland,16.2,4.5,SE,Summer,8285971,6461076.72,6
usa_594,8/16/2025,USA,New York,12.4,99,125.1,476,None,Koeppen-C,Temperate,Forest,17.4,1.9,NE,Summer,2412676,44823148.41,5
usa_595,8/17/2025,USA,New York,26.6,66,17.4,399,Drought,Koeppen-A,Temperate,Wetland,29.9,17.3,NE,Summer,6577858,59096397.85,9
usa_596,8/18/2025,USA,New York,31.6,17,21.7,226,None,Koeppen-C,Temperate,Desert,32.5,25.3,SW,Summer,7701815,44347848.44,7
usa_597,8/19/2025,USA,New York,11.9,39,186.2,159,Drought,Koeppen-C,Temperate,Grassland,13.9,27.3,SE,Summer,3543783,91293131.32,5
usa_598,8/20/2025,USA,New York,32.8,18,45.1,448,Flood,Koeppen-C,Temperate,Forest,33.7,31.1,NW,Summer,2272771,76322042.87,5
usa_599,8/21/2025,USA,New York,-6.9,97,10.6,388,None,Koeppen-D,Temperate,Forest,-2,21.7,E,Summer,528119,84113741.62,7
usa_600,8/22/2025,USA,New York,16.7,13,71.8,261,None,Koeppen-D,Temperate,Desert,17.3,8.5,S,Summer,1068178,91457481.3,1
usa_601,8/23/2025,USA,New York,8.1,63,181.1,139,None,Koeppen-C,Temperate,Grassland,11.2,6.9,W,Summer,5206057,51145033.22,3
usa_602,8/24/2025,USA,New York,40,52,126.3,161,None,Koeppen-D,Temperate,Forest,42.6,29.4,NE,Summer,2525589,97774798.95,7
usa_603,8/25/2025,USA,New York,1.7,39,14.5,209,None,Koeppen-B,Temperate,Forest,3.7,25.2,E,Summer,9169511,25659207.95,7
usa_604,8/26/2025,USA,New York,26.6,49,125.1,205,None,Koeppen-C,Temperate,Forest,29.1,16.5,W,Summer,3137888,34087694.38,1
usa_605,8/27/2025,USA,New York,6.9,35,120.7,264,None,Koeppen-A,Temperate,Tundra,8.7,3.5,NW,Summer,4369285,10455123.84,6
usa_606,8/28/2025,USA,New York,21.7,29,181.1,88,Flood,Koeppen-D,Temperate,Forest,23.1,0.7,S,Summer,9709907,66140506.53,3
usa_607,8/29/2025,USA,New York,13.7,79,6.2,58,Hurricane,Koeppen-B,Temperate,Tundra,17.6,1.6,NE,Summer,8370528,63327573.98,1
usa_608,8/30/2025,USA,New York,-4.1,42,140.8,491,None,Koeppen-B,Temperate,Wetland,-2,10.8,E,Summer,5730707,40765675.52,3
usa_609,8/31/2025,USA,New York,32.4,31,92.6,441,None,Koeppen-A,Temperate,Tundra,33.9,15,E,Summer,95953,12012203.96,6
usa_610,9/1/2025,USA,New York,26.9,25,96.8,125,Hurricane,Koeppen-C,Temperate,Grassland,28.1,10.7,S,Autumn,718799,14565690.56,1
usa_611,9/2/2025,USA,New York,25.7,58,144.4,354,None,Koeppen-C,Temperate,Wetland,28.6,22.4,N,Autumn,8318138,84285539.18,2
usa_612,9/3/2025,USA,New York,-0.4,81,130.3,142,None,Koeppen-B,Temperate,Forest,3.6,33.2,NE,Autumn,5256800,23958804.36,4
usa_613,9/4/2025,USA,New York,17,57,143.7,404,Drought,Koeppen-D,Temperate,Forest,19.9,19.7,SW,Autumn,9905195,61405075.77,4
usa_614,9/5/2025,USA,New York,14.6,49,8.7,101,None,Koeppen-B,Temperate,Tundra,17.1,36.5,S,Autumn,6701919,13409460.4,9
usa_615,9/6/2025,USA,New York,-5.5,69,28.5,392,None,Koeppen-A,Temperate,Tundra,-2,33.5,S,Autumn,8699280,75592660.85,5
usa_616,9/7/2025,USA,New York,-6.1,83,102.1,96,None,Koeppen-C,Temperate,Wetland,-1.9,23.7,W,Autumn,7995495,65278282.8,8
usa_617,9/8/2025,USA,New York,-5,79,176.4,61,None,Koeppen-B,Temperate,Desert,-1,29.7,NW,Autumn,530797,94525278.22,9
usa_618,9/9/2025,USA,New York,-7.1,20,66.8,303,None,Koeppen-A,Temperate,Forest,-6.1,0.6,E,Autumn,8820821,17033156.62,4
usa_619,9/10/2025,USA,New York,9.4,57,97.4,338,None,Koeppen-A,Temperate,Wetland,12.2,39.6,NW,Autumn,2355518,80211412.6,5
usa_620,9/11/2025,USA,New York,41.7,36,130,185,Heatwave,Koeppen-C,Temperate,Wetland,43.5,0.5,NW,Autumn,8480317,49121117.06,1
usa_621,9/12/2025,USA,New York,-9.8,81,157.4,146,Heatwave,Koeppen-D,Temperate,Tundra,-5.8,9.8,W,Autumn,5923929,52073272.33,2
usa_622,9/13/2025,USA,New York,23.7,93,34.4,27,None,Koeppen-C,Temperate,Desert,28.4,21.2,E,Autumn,7698034,54196615.99,3
usa_623,9/14/2025,USA,New York,-5.6,17,59.8,420,Flood,Koeppen-A,Temperate,Tundra,-4.8,17.9,NW,Autumn,909453,84669354.48,8
usa_624,9/15/2025,USA,New York,26.6,44,110.6,318,None,Koeppen-D,Temperate,Tundra,28.8,30.7,N,Autumn,4801173,80456232.32,8
usa_625,9/16/2025,USA,New York,4.7,44,85.9,452,None,Koeppen-A,Temperate,Desert,6.9,34.6,NW,Autumn,7983384,26269937.05,2
usa_626,9/17/2025,USA,New York,33.8,35,57.1,293,None,Koeppen-D,Temperate,Desert,35.5,26.5,SW,Autumn,1194061,47354441.54,8
usa_627,9/18/2025,USA,New York,10.8,66,137.1,434,None,Koeppen-B,Temperate,Wetland,14.1,3,E,Autumn,6081873,72839486.18,6
usa_628,9/19/2025,USA,New York,-8.9,16,87.6,381,None,Koeppen-D,Temperate,Tundra,-8.1,1.8,SW,Autumn,486678,96606998.21,5
usa_629,9/20/2025,USA,New York,3.6,87,112.7,174,None,Koeppen-B,Temperate,Forest,8,6.1,NE,Autumn,6519092,43421129.95,3
usa_630,9/21/2025,USA,New York,19.2,16,64.2,99,None,Koeppen-A,Temperate,Wetland,20,11.6,E,Autumn,7762310,29446776.73,10
usa_631,9/22/2025,USA,New York,-8.9,87,81.8,268,None,Koeppen-B,Temperate,Grassland,-4.5,33.4,SE,Autumn,8497058,36202985.11,8
usa_632,9/23/2025,USA,New York,30,92,118.1,295,Heatwave,Koeppen-C,Temperate,Grassland,34.6,23.6,S,Autumn,5885622,86245357.63,2
usa_633,9/24/2025,USA,New York,21.1,48,157.1,264,None,Koeppen-B,Temperate,Wetland,23.5,3.4,NW,Autumn,2328186,65084059.53,8
usa_634,9/25/2025,USA,New York,11,13,129.1,42,Drought,Koeppen-C,Temperate,Forest,11.7,20.2,W,Autumn,7866867,3251487.08,7
usa_635,9/26/2025,USA,New York,-5.3,56,45.3,191,None,Koeppen-A,Temperate,Tundra,-2.5,22,W,Autumn,2074807,53016819.64,9
usa_636,9/27/2025,USA,New York,15.9,60,89,139,None,Koeppen-C,Temperate,Desert,18.9,19.6,SW,Autumn,8424524,52548528.7,1
usa_637,9/28/2025,USA,New York,41.3,63,105.6,90,None,Koeppen-A,Temperate,Grassland,44.4,9.2,SE,Autumn,5721690,69498234.42,3
usa_638,9/29/2025,USA,New York,-1.7,44,116.9,169,Drought,Koeppen-D,Temperate,Tundra,0.5,21.9,N,Autumn,9433119,40700923.14,6
usa_639,9/30/2025,USA,New York,40.9,51,72.2,214,Flood,Koeppen-B,Temperate,Tundra,43.4,15.5,NE,Autumn,2164897,62402100.46,9
